,hs,申請系所,FCU,FCU_AM,total_uni,uni_0,uni_1,uni_2,uni_3,uni_4,uni_5,uni_6,uni_7,uni_8,uni_9,uni_10,hs_state,no_public,ratio_public,no_fcu,ratio_fcu,no_math,ratio_math,taichung,hs_from_taichung
612,私立弘文高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
淡江大學數學學系數學組",0,0,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,淡江大學數學學系數學組,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.25,5,1.25,1,0
613,中興高中,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,南投縣,0,0.0,1,1.0,1,1.0,0,1
614,高雄中學,"逢甲大學應用數學系
逢甲大學機械與電腦輔助工程學系
逢甲大學工業工程與系統管理學系
逢甲大學航太與系統工程學系
靜宜大學資訊工程學系
義守大學資訊工程學系",1,1,6,逢甲大學應用數學系,逢甲大學機械與電腦輔助工程學系,逢甲大學工業工程與系統管理學系,逢甲大學航太與系統工程學系,靜宜大學資訊工程學系,義守大學資訊工程學系,0,0,0,0,0,高雄市,0,0.0,4,0.6666666666666666,1,0.16666666666666666,0,2
615,彰師附工,"逢甲大學應用數學系
淡江大學數學學系數學組
淡江大學資訊工程學系
逢甲大學資訊工程學系",0,0,4,逢甲大學應用數學系,淡江大學數學學系數學組,淡江大學資訊工程學系,逢甲大學資訊工程學系,0,0,0,0,0,0,0,彰化縣,0,0.0,2,0.5,3,0.75,0,1
616,新營高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
逢甲大學統計學系",1,1,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,逢甲大學統計學系,0,0,0,0,0,0,0,臺南市,0,0.0,2,0.5,3,0.75,0,2
617,竹北高中,"逢甲大學應用數學系
東海大學工業工程與經營資訊學系
元智大學工業工程與管理學系",0,0,3,逢甲大學應用數學系,東海大學工業工程與經營資訊學系,元智大學工業工程與管理學系,0,0,0,0,0,0,0,0,新竹縣,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,1
618,靜宜大學,"逢甲大學應用數學系
靜宜大學企業管理學系-類繁星
靜宜大學會計學系
靜宜大學會計學系-類繁星
大葉大學環境工程學系
亞洲大學財務金融學系投資理財組
朝陽科技大學環境工程與管理系
中臺科技大學兒童教育暨事業經營系
育達科技大學休閒運動管理系
中州科技大學資訊管理系
中州科技大學餐旅事業管理系",0,0,11,逢甲大學應用數學系,靜宜大學企業管理學系-類繁星,靜宜大學會計學系,靜宜大學會計學系-類繁星,大葉大學環境工程學系,亞洲大學財務金融學系投資理財組,朝陽科技大學環境工程與管理系,中臺科技大學兒童教育暨事業經營系,育達科技大學休閒運動管理系,中州科技大學資訊管理系,中州科技大學餐旅事業管理系,臺中市,0,0.0,1,0.09090909090909091,1,0.09090909090909091,1,0
619,員林崇實高工,"逢甲大學應用數學系
東海大學財務金融學系
逢甲大學財務金融學系
長庚大學工商管理學系",0,0,4,逢甲大學應用數學系,東海大學財務金融學系,逢甲大學財務金融學系,長庚大學工商管理學系,0,0,0,0,0,0,0,彰化縣,0,0.0,2,0.5,1,0.25,0,1
620,天主教道明中學,"逢甲大學應用數學系
淡江大學數學學系資料科學與數理統計組
逢甲大學企業管理學系
國立東華大學應用數學系統計科學組
國立屏東大學應用數學系",1,0,5,逢甲大學應用數學系,淡江大學數學學系資料科學與數理統計組,逢甲大學企業管理學系,國立東華大學應用數學系統計科學組,國立屏東大學應用數學系,0,0,0,0,0,0,高雄市,2,0.4,2,0.4,4,0.8,0,2
621,中壢高商,"逢甲大學應用數學系
國立臺東大學數學系",1,1,2,逢甲大學應用數學系,國立臺東大學數學系,0,0,0,0,0,0,0,0,0,桃園市,1,0.5,1,0.5,2,1.0,0,2
622,中山高中,"逢甲大學應用數學系
淡江大學水資源及環境工程學系環境工程組
中國文化大學電機工程學系
元智大學工程學院英語學士學位學程",0,0,4,逢甲大學應用數學系,淡江大學水資源及環境工程學系環境工程組,中國文化大學電機工程學系,元智大學工程學院英語學士學位學程,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.25,1,0.25,0,2
624,臺南二中,"逢甲大學應用數學系
逢甲大學統計學系
逢甲大學土木工程學系",1,1,3,逢甲大學應用數學系,逢甲大學統計學系,逢甲大學土木工程學系,0,0,0,0,0,0,0,0,臺南市,0,0.0,3,1.0,1,0.3333333333333333,0,2
625,新竹女中,"逢甲大學應用數學系
逢甲大學統計學系
靜宜大學統計資訊學系
靜宜大學會計學系
朝陽科技大學應用化學系生化科技組
中國科技大學行銷與流通管理系(新竹校區)
遠東科技大學餐飲管理系
元培醫事科技大學護理系",0,0,8,逢甲大學應用數學系,逢甲大學統計學系,靜宜大學統計資訊學系,靜宜大學會計學系,朝陽科技大學應用化學系生化科技組,中國科技大學行銷與流通管理系(新竹校區),遠東科技大學餐飲管理系,元培醫事科技大學護理系,0,0,0,新竹市,0,0.0,2,0.25,1,0.125,0,1
626,靜宜大學,"逢甲大學應用數學系
逢甲大學材料科學與工程學系
逢甲大學光電科學與工程學系
輔仁大學數學系資訊數學組
國立臺南大學應用數學系
元智大學電機工程學系(丙組)",0,0,6,逢甲大學應用數學系,逢甲大學材料科學與工程學系,逢甲大學光電科學與工程學系,輔仁大學數學系資訊數學組,國立臺南大學應用數學系,元智大學電機工程學系(丙組),0,0,0,0,0,臺中市,1,0.16666666666666666,3,0.5,4,0.6666666666666666,1,0
627,嘉義女中,"逢甲大學應用數學系
中國文化大學土地資源學系
靜宜大學財務金融學系
中華醫事科技大學護理系",1,1,4,逢甲大學應用數學系,中國文化大學土地資源學系,靜宜大學財務金融學系,中華醫事科技大學護理系,0,0,0,0,0,0,0,嘉義市,0,0.0,1,0.25,1,0.25,0,1
628,靜宜大學,"逢甲大學應用數學系
東海大學統計學系(自然組)
淡江大學數學學系資料科學與數理統計組",1,1,3,逢甲大學應用數學系,東海大學統計學系(自然組),淡江大學數學學系資料科學與數理統計組,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1,0
629,臺南二中,"逢甲大學應用數學系
東海大學應用數學系
東海大學統計學系(決策管理組)
大同大學電機工程學系
南臺科技大學工業管理與資訊系工業管理組",1,1,5,逢甲大學應用數學系,東海大學應用數學系,東海大學統計學系(決策管理組),大同大學電機工程學系,南臺科技大學工業管理與資訊系工業管理組,0,0,0,0,0,0,臺南市,0,0.0,1,0.2,2,0.4,0,2
630,平鎮高中,"逢甲大學應用數學系
淡江大學數學學系數學組
中國文化大學資訊工程學系",1,1,3,逢甲大學應用數學系,淡江大學數學學系數學組,中國文化大學資訊工程學系,0,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.3333333333333333,3,1.0,0,2
631,苗栗高中,"逢甲大學應用數學系
中原大學應用數學系
靜宜大學資訊工程學系
中華大學資訊工程學系軟體工程及設計組
國立勤益科技大學資訊工程系",0,0,5,逢甲大學應用數學系,中原大學應用數學系,靜宜大學資訊工程學系,中華大學資訊工程學系軟體工程及設計組,國立勤益科技大學資訊工程系,0,0,0,0,0,0,苗栗縣,1,0.2,1,0.2,2,0.4,0,1
632,員林高中,"逢甲大學應用數學系
淡江大學統計學系
逢甲大學資訊工程學系",1,1,3,逢甲大學應用數學系,淡江大學統計學系,逢甲大學資訊工程學系,0,0,0,0,0,0,0,0,彰化縣,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,1
633,虎尾高中,"逢甲大學應用數學系
逢甲大學化學工程學系
國立虎尾科技大學自動化工程系",1,1,3,逢甲大學應用數學系,逢甲大學化學工程學系,國立虎尾科技大學自動化工程系,0,0,0,0,0,0,0,0,雲林縣,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,0,1
634,嘉義女中,"逢甲大學應用數學系
東海大學統計學系(自然組)
東海大學統計學系(社會組)",0,0,3,逢甲大學應用數學系,東海大學統計學系(自然組),東海大學統計學系(社會組),0,0,0,0,0,0,0,0,嘉義市,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,1
635,嘉義高中,"逢甲大學應用數學系
東海大學應用數學系
東海大學社會工作學系
亞洲大學社會工作學系家庭與社工心理雙專業組
嘉南藥理大學保健營養系
長庚科技大學護理系(林口校區)",0,0,6,逢甲大學應用數學系,東海大學應用數學系,東海大學社會工作學系,亞洲大學社會工作學系家庭與社工心理雙專業組,嘉南藥理大學保健營養系,長庚科技大學護理系(林口校區),0,0,0,0,0,嘉義市,0,0.0,1,0.16666666666666666,2,0.3333333333333333,0,1
636,員林家商,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
淡江大學數學學系數學組",0,0,4,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學數學學系數學組,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.25,5,1.25,0,1
637,桃園市復旦高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
逢甲大學資訊工程學系",1,0,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,逢甲大學資訊工程學系,0,0,0,0,0,0,0,桃園市,0,0.0,2,0.5,3,0.75,0,2
638,臺中二中,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,1.0,1,1.0,1,0
639,臺東高中,"逢甲大學應用數學系
中原大學應用數學系
淡江大學數學學系資料科學與數理統計組
靜宜大學財務與計算數學系計算數學組",1,1,4,逢甲大學應用數學系,中原大學應用數學系,淡江大學數學學系資料科學與數理統計組,靜宜大學財務與計算數學系計算數學組,0,0,0,0,0,0,0,臺東縣,0,0.0,1,0.25,5,1.25,0,3
640,虎尾高中,"逢甲大學應用數學系
東海大學統計學系(決策管理組)
靜宜大學會計學系-一般組
國立臺南大學應用數學系
國立屏東大學應用數學系",0,0,5,逢甲大學應用數學系,東海大學統計學系(決策管理組),靜宜大學會計學系-一般組,國立臺南大學應用數學系,國立屏東大學應用數學系,0,0,0,0,0,0,雲林縣,2,0.4,1,0.2,3,0.6,0,1
641,員林高中,"逢甲大學應用數學系
東吳大學財務工程與精算數學系
輔仁大學統計資訊學系
元智大學資訊工程學系
國立暨南國際大學財務金融學系
國立高雄應用科技大學模具工程系
國立虎尾科技大學生物科技系",0,0,7,逢甲大學應用數學系,東吳大學財務工程與精算數學系,輔仁大學統計資訊學系,元智大學資訊工程學系,國立暨南國際大學財務金融學系,國立高雄應用科技大學模具工程系,國立虎尾科技大學生物科技系,0,0,0,0,彰化縣,3,0.42857142857142855,1,0.14285714285714285,2,0.2857142857142857,0,1
642,私立弘文高中,"逢甲大學應用數學系
東海大學應用數學系
東海大學財務金融學系
逢甲大學財務金融學系
逢甲大學財務工程與精算學士學位學程
朝陽科技大學財務金融系
明新科技大學財務金融系智慧理財組
德明財經科技大學財務金融系不動產金融與投資管理組",1,0,8,逢甲大學應用數學系,東海大學應用數學系,東海大學財務金融學系,逢甲大學財務金融學系,逢甲大學財務工程與精算學士學位學程,朝陽科技大學財務金融系,明新科技大學財務金融系智慧理財組,德明財經科技大學財務金融系不動產金融與投資管理組,0,0,0,臺中市,0,0.0,3,0.375,2,0.25,1,0
643,嘉義女中,"逢甲大學應用數學系
靜宜大學資訊管理學系
義守大學生物醫學工程學系
長榮大學大眾傳播學系
輔英科技大學護理系
中臺科技大學護理系
中華醫事科技大學食品營養系營養組",1,1,7,逢甲大學應用數學系,靜宜大學資訊管理學系,義守大學生物醫學工程學系,長榮大學大眾傳播學系,輔英科技大學護理系,中臺科技大學護理系,中華醫事科技大學食品營養系營養組,0,0,0,0,嘉義市,0,0.0,1,0.14285714285714285,1,0.14285714285714285,0,1
644,新竹高中,"逢甲大學應用數學系
中原大學應用數學系
中原大學物理學系光電與材料科學組
中原大學電子工程學系
逢甲大學電子工程學系",0,0,5,逢甲大學應用數學系,中原大學應用數學系,中原大學物理學系光電與材料科學組,中原大學電子工程學系,逢甲大學電子工程學系,0,0,0,0,0,0,新竹市,0,0.0,2,0.4,2,0.4,0,1
645,陽明高中,"逢甲大學應用數學系
銘傳大學國際企業學系(台北校區)",0,0,2,逢甲大學應用數學系,銘傳大學國際企業學系(台北校區),0,0,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.5,1,0.5,0,3
647,私立弘文高中,"逢甲大學應用數學系
中原大學應用數學系
靜宜大學資訊管理學系
靜宜大學資訊工程學系
大同大學電機工程學系電子與通訊組",0,0,5,逢甲大學應用數學系,中原大學應用數學系,靜宜大學資訊管理學系,靜宜大學資訊工程學系,大同大學電機工程學系電子與通訊組,0,0,0,0,0,0,臺中市,0,0.0,1,0.2,2,0.4,1,0
648,桃園市復旦高中,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
淡江大學數學學系資料科學與數理統計組
國立東華大學應用數學系統計科學組",0,0,5,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學數學學系資料科學與數理統計組,國立東華大學應用數學系統計科學組,0,0,0,0,0,0,桃園市,1,0.2,1,0.2,5,1.0,0,2
649,新營高中,"逢甲大學應用數學系
逢甲大學風險管理與保險學系
大同大學電機工程學系電子與通訊組
義守大學企業管理學系企業經營組",1,1,4,逢甲大學應用數學系,逢甲大學風險管理與保險學系,大同大學電機工程學系電子與通訊組,義守大學企業管理學系企業經營組,0,0,0,0,0,0,0,臺南市,0,0.0,2,0.5,1,0.25,0,2
650,文華高中,"逢甲大學應用數學系
東海大學經濟學系一般經濟組
逢甲大學統計學系",0,0,3,逢甲大學應用數學系,東海大學經濟學系一般經濟組,逢甲大學統計學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1,0
651,陽明高中,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,臺北市,0,0.0,1,1.0,1,1.0,0,3
653,惠文高中,"逢甲大學應用數學系
逢甲大學統計學系
靜宜大學企業管理學系
靜宜大學會計學系
靜宜大學資訊管理學系",1,0,5,逢甲大學應用數學系,逢甲大學統計學系,靜宜大學企業管理學系,靜宜大學會計學系,靜宜大學資訊管理學系,0,0,0,0,0,0,臺中市,0,0.0,2,0.4,1,0.2,1,0
654,陽明高中,"逢甲大學應用數學系
中原大學應用數學系",0,0,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.5,2,1.0,0,3
656,臺中二中,"逢甲大學應用數學系
亞洲大學光電與通訊學系光電綠能組
亞洲大學會計與資訊學系財稅應用組",1,1,3,逢甲大學應用數學系,亞洲大學光電與通訊學系光電綠能組,亞洲大學會計與資訊學系財稅應用組,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.3333333333333333,1,0.3333333333333333,1,0
